ISSN UNIFICADO;ISSN;TÍTULO;ID ÁREA MÃE ;ÁREA MÃE
;2175-2591;REVISTA DO NUFEN;37;PSICOLOGIA
;2175-5027;REVISTA DE PSICOLOGIA DA IMED;37;PSICOLOGIA
;2175-7291;LEITURA FLUTUANTE;37;PSICOLOGIA
2317-3270;2176-2511;REVISTA SOPHIA;37;PSICOLOGIA
;2176-3445;BOLETIM PARADIGMA;37;PSICOLOGIA
;2176-4425;SAMBA EM REVISTA;37;PSICOLOGIA
;2176-5626;REVISTA BRASILEIRA ADOLESCÊNCIA E CONFLITUALIDADE;37;PSICOLOGIA
;2177-093X;REVISTA PSICOLOGIA E SAÚDE;37;PSICOLOGIA
2179-5800;2177-2061;PSICOLOGIA ENSINO & FORMAÇÃO;37;PSICOLOGIA
;2177-3548;REVISTA PERSPECTIVAS EM ANÁLISE DO COMPORTAMENTO;37;PSICOLOGIA
;2177-5052;REVISTA COOPEX;37;PSICOLOGIA
2526-9666;2177-7381;REVISTA SABERES ACADÊMICOS;37;PSICOLOGIA
;2178-0250;LIVRO ZERO: REVISTA DE PSICANÁLISE;37;PSICOLOGIA
;2178-3128;OLHAR CIENTÍFICO;37;PSICOLOGIA
;2178-499X;CIEN DIGITAL;37;PSICOLOGIA
;2178-9789;REVISTA DE ARTETERAPIA DA AATESP;37;PSICOLOGIA
;2179-1740;REVISTA DE PSICOLOGIA (UFC);37;PSICOLOGIA
2238-6335;2179-6998;REVISTA DA UNIVERSIDADE IBIRAPUERA;37;PSICOLOGIA
;2182-438X;PSYCHOLOGY, COMMUNITY & HEALTH;37;PSICOLOGIA
;2182-7591;REVISTA E-PSI;37;PSICOLOGIA
;2183-4938;REVISTA PORTUGUESA DE INVESTIGAÇÃO COMPORTAMENTAL E SOCIAL;37;PSICOLOGIA
;2183-5829;INTERNATIONAL JOURNAL OF PSYCHOLOGY AND NEUROSCIENCE;37;PSICOLOGIA
;2183-6051;REVISTA IBEROAMERICANA DE DIAGNÓSTICO Y EVALUACIÓN – E AVALIAÇÃO PSICOLÓGICA;37;PSICOLOGIA
;2184-237X;SOBREDOTAÇÃO;37;PSICOLOGIA
;2196-8934;BEHAVIOR ANALYSIS IN PRACTICE;37;PSICOLOGIA
;2200-4270;INTERNATIONAL JOURNAL OF INNOVATION IN SCIENCE AND MATHEMATICS EDUCATION;37;PSICOLOGIA
;2211-3681;JOURNAL OF APPLIED RESEARCH IN MEMORY AND COGNITION;37;PSICOLOGIA
;2212-1447;JOURNAL OF CONTEXTUAL BEHAVIORAL SCIENCE;37;PSICOLOGIA
;2214-1324;JOURNAL OF JESUIT STUDIES;37;PSICOLOGIA
;2215-3535;ACTUALIDADES EN PSICOLOGÍA;37;PSICOLOGIA
1415-479X;2218-0559;EUREKA;37;PSICOLOGIA
;2223-3032;INVESTIGACIÓN PSICOLÓGICA;37;PSICOLOGIA
;2225-6962;THE EUROPEAN HEALTH PSYCHOLOGIST;37;PSICOLOGIA
;2236-3548;RABISCO: REVISTA DE PSICANÁLISE;37;PSICOLOGIA
;2236-6407;ESTUDOS INTERDISCIPLINARES EM PSICOLOGIA;37;PSICOLOGIA
;2236-9139;REVISTA INTERDISCIPLINAR DE CIÊNCIAS APLICADAS À ATIVIDADE MILITAR;37;PSICOLOGIA
;2237-1095;REVISTA GESTÃO & POLÍTICAS PÚBLICAS;37;PSICOLOGIA
;2237-6917;PERSPECTIVAS EM PSICOLOGIA;37;PSICOLOGIA
;2237-941X;ESTUDOS CONTEMPORANEOS DA SUBJETIVIDADE;37;PSICOLOGIA
;2238-0167;REVISTA DA EXTENSÃO DA UFRGS;37;PSICOLOGIA
;2238-152X;POLIS E PSIQUE;37;PSICOLOGIA
;2238-779X;PSICOLOGIA E SABER SOCIAL;37;PSICOLOGIA
;2238-9083;SIG REVISTA DE PSICANÁLISE;37;PSICOLOGIA
1806-1133;2238-9709;DIAPHORA - REVISTA DA SOCIEDADE DE PSICOLOGIA DO RIO GRANDE DO SUL;37;PSICOLOGIA
2601-226X;2247-9228;COGNITION, BRAIN, BEHAVIOR;37;PSICOLOGIA
;2249-622X;ASIAN JOURNAL OF BIOMEDICAL AND PHARMACEUTICAL SCIENCES;37;PSICOLOGIA
;2250-5504;PSIENCIA. REVISTA LATINOAMERICANA DE CIENCIA PSICOLÓGICA;37;PSICOLOGIA
;2253-6825;REVISTA INTERNACIONAL DE HUMANIDADES;37;PSICOLOGIA
;2254-8718;EIKÓN IMAGO;37;PSICOLOGIA
;2255-1271;ACCIÓN PSICOLOGICA;37;PSICOLOGIA
;2278-0998;BRITISH JOURNAL OF EDUCATION, SOCIETY & BEHAVIOURAL SCIENCE;37;PSICOLOGIA
;2295-5267;EUROPEAN YEARBOOK OF THE HISTORY OF PSYCHOLOGY;37;PSICOLOGIA
2311-3642;2304-5531;CALIBÁN - REVISTA LATINO AMERICANA DE PSICANÁLISE;37;PSICOLOGIA
;2306-9007;INTERNATIONAL REVIEW OF MANAGEMENT AND BUSINESS RESEARCH;37;PSICOLOGIA
;2313-0474;PSIQUE;37;PSICOLOGIA
;2313-965X;CULTURAS PSI.;37;PSICOLOGIA
;2316-1124;PSICOLOGIA & SABERES;37;PSICOLOGIA
;2316-2449;PSICOPATOLOGIA FENOMENOLÓGICA CONTEMPORÂNEA;37;PSICOLOGIA
;2316-5197;ANALYTICA: REVISTA DE PSICANÁLISE;37;PSICOLOGIA
;2316-607X;NATIVA: REVISTA DE CIÊNCIAS SOCIAIS DO NORTE DE MATO GROSSO;37;PSICOLOGIA
;2316-6665;REVISTA CONEXÃO ELETRÔNICA;37;PSICOLOGIA
;2316-6746;REVISTA LABORATIVA;37;PSICOLOGIA
;2317-2509;CLÍNICA & CULTURA;37;PSICOLOGIA
;2317-3394;PSICOLOGIA, DIVERSIDADE E SAÚDE;37;PSICOLOGIA
;2318-6054;AGENTE: REVISTA DE PSICANÁLISE;37;PSICOLOGIA
;2318-650X;REVISTA SUL AMERICANA DE PSICOLOGIA;37;PSICOLOGIA
;2318-9282;DESIDADES - REVISTA ELETRÔNICA DE DIVULGAÇÃO CIENTÍFICA DA INFÂNCIA E JUVENTUDE;37;PSICOLOGIA
;2319-0361;REVISTA BRASILEIRA DE PSICOLOGIA;37;PSICOLOGIA
;2319-085X;PSICOLOGIA EM MOVIMENTO;37;PSICOLOGIA
;2324-8068;JOURNAL OF EDUCATION AND TRAINING STUDIES;37;PSICOLOGIA
;2325-8306;LGBT HEALTH;37;PSICOLOGIA
;2326-5523;PSYCHOLOGY OF CONSCIOUSNESS: THEORY, RESEARCH, AND PRACTICE;37;PSICOLOGIA
;2327-8560;THE INTERNATIONAL JOURNAL OF DIVERSE IDENTITIES;37;PSICOLOGIA
;2327-9095;APPLIED NEUROPSYCHOLOGY. ADULT;37;PSICOLOGIA
;2329-3268;PAIN STUDIES AND TREATMENT;37;PSICOLOGIA
;2330-2933;EVOLUTIONARY BEHAVIORAL SCIENCES;37;PSICOLOGIA
;2331-1843;COGENT ENVIROMENTAL SCIENCE (ONLINE);37;PSICOLOGIA
;2331-186X;COGENT EDUCATION (ONLINE);37;PSICOLOGIA
;2331-1908;COGENT PSYCHOLOGY (ONLINE);37;PSICOLOGIA
;2340-8413;METHAODOS.REVISTA DE CIENCIAS SOCIALES;37;PSICOLOGIA
;2345-4490;PATIENT SAFETY & QUALITY IMPROVEMENT JOURNAL;37;PSICOLOGIA
;2346-562X;ESTONIAN JOURNAL OF EDUCATION;37;PSICOLOGIA
;2347-6737;IOSR JOURNAL OF SPORTS AND PHYSICAL EDUCATION;37;PSICOLOGIA
;2347-7474;INTERNATIONAL JOURNAL OF ADVANCES IN SOCIAL SCIENCE AND HUMANITIES;37;PSICOLOGIA
2352-1554;2352-1546;CURRENT OPINION IN BEHAVIORAL SCIENCES;37;PSICOLOGIA
;2357-8187;REVISTA ACADÊMICA OSWALDO CRUZ;37;PSICOLOGIA
;2357-9692;REVISTA LATINO-AMERICANA DE PSICOLOGIA CORPORAL (ONLINE);37;PSICOLOGIA
2175-3652;2358-1883;TRENDS IN PSYCHOLOGY;37;PSICOLOGIA
1413-389X;2358-1883;TRENDS IN PSYCHOLOGY;37;PSICOLOGIA
2359-0599;2359-0580;CAMINHO ABERTO;37;PSICOLOGIA
;2359-0777;SUBJETIVIDADES;37;PSICOLOGIA
;2363-8761;JOURNAL OF NUMERICAL COGNITION;37;PSICOLOGIA
;2366-5963;JOURNAL OF TECHNOLOGY IN BEHAVIORAL SCIENCE;37;PSICOLOGIA
;2371-3054;REVUE JEUNES ET SOCIÉTÉ;37;PSICOLOGIA
;2373-6445;JOURNAL OF PSYCHOLOGY & CLINICAL PSYCHIATRY;37;PSICOLOGIA
;2376-6964;STIGMA AND HEALTH;37;PSICOLOGIA
;2377-3936;GLOBAL JOURNAL OF EDUCATIONAL STUDIES;37;PSICOLOGIA
;2377-889X;PRACTICE INNOVATIONS;37;PSICOLOGIA
;2382-3984;PENSANDO PSICOLOGÍA;37;PSICOLOGIA
;2386-8228;FISHMED;37;PSICOLOGIA
;2397-6934;INTERNATIONAL JOURNAL OF INTERDISCIPLINARY SOCIAL SCIENCE STUDIES;37;PSICOLOGIA
;2397-8570;INTERNATIONAL REVIEW OF SOCIAL PSYCHOLOGY (IRSP);37;PSICOLOGIA
;2397-9623;NURSING AND PALLIATIVE CARE (ONLINE);37;PSICOLOGIA
;2411-5150;VISION;37;PSICOLOGIA
;2414-8695;UCV - HACER. REVISTA DE INVESTIGACIÓN Y CULTURA.;37;PSICOLOGIA
;2421-2113;COMMUNITY PSYCHOLOGY IN GLOBAL PERSPECTIVE;37;PSICOLOGIA
;2421-3098;LA DELEUZIANA;37;PSICOLOGIA
;2426-296X;REVUE DE L´ENFANCE ET DE L´ADOLESCENCE.;37;PSICOLOGIA
;2427-920X;ITINÉRAIRES;37;PSICOLOGIA
;2446-6085;AYVU - REVISTA DE PSICOLOGIA;37;PSICOLOGIA
;2446-6867;REVISTA FÓRUM;37;PSICOLOGIA
;2446-757X;CIRCULO DE GIZ;37;PSICOLOGIA
;2446-841X;REVISTA BRASILEIRA DE ATENÇÃO DOMICILIAR;37;PSICOLOGIA
;2446-922X;PSICOLOGIA E SAÚDE EM DEBATE;37;PSICOLOGIA
;2447-1798;REVISTA PSICOFAE;37;PSICOLOGIA
;2447-2663;LACUNA - UMA REVISTA DE PSICANÁLISE;37;PSICOLOGIA
;2447-8210;TEXTOS PARA DISCUSSÃO;37;PSICOLOGIA
;2447-8903;REVISTA COMPARTILHE DOCÊNCIA;37;PSICOLOGIA
;2448-0738;PRETEXTOS;37;PSICOLOGIA
;2448-2765;DIÁLOGOS JUNGUIANOS;37;PSICOLOGIA
;2452-073X;NEUROBIOLOGY OF PAIN;37;PSICOLOGIA
;2454-6380;INTERNATIONAL JOURNAL OF SPORTS AND PHYSICAL EDUCATION;37;PSICOLOGIA
;2455-2186;INTERNATIONAL JOURNAL OF ENGLISH RESEARCH;37;PSICOLOGIA
;2455-7269;INTERNATIONAL JOURNAL OF ZOOLOGY STUDIES (ONLINE);37;PSICOLOGIA
;2463-1779;DRUGS AND ADDICTIVE BEHAVIOR;37;PSICOLOGIA
;2468-7499;EUROPEAN JOURNAL OF TRAUMA & DISSOCIATION;37;PSICOLOGIA
;2469-6676;ACTA PSYCHOPATHOLOGICA;37;PSICOLOGIA
;2472-1786;JOURNAL OF CHILDHOOD & DEVELOPMENTAL DISORDERS;37;PSICOLOGIA
;2475-5435;INTERNATIONAL JOURNAL OF PSYCHIATRY;37;PSICOLOGIA
;2495-0920;CANCER(S) ET PSY(S);37;PSICOLOGIA
;2501-1111;EUROPEAN JOURNAL OF EDUCATION STUDIES;37;PSICOLOGIA
;2515-1274;ENTREPRENEURSHIP EDUCATION AND PEDAGOGY;37;PSICOLOGIA
;2515-2459;ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE;37;PSICOLOGIA
;2515-4826;HRB OPEN RESEARCH;37;PSICOLOGIA
;2520-8969;PERSPECTIVES ON BEHAVIOR SCIENCE;37;PSICOLOGIA
2522-5804;2522-5790;HUMAN ARENAS AN INTERDISCIPLINARY JOURNAL OF PSYCHOLOGY, CULTURE, AND MEANING;37;PSICOLOGIA
;2523-6229;ACTA PSICOLÓGICA PERUANA;37;PSICOLOGIA
2524-5244;2524-5236;INTERNATIONAL JOURNAL ON CHILD MALTREATMENT;37;PSICOLOGIA
;2526-1487;TRABALHO (EN)CENA;37;PSICOLOGIA
;2526-2637;DERIVAS ANALÍTICAS;37;PSICOLOGIA
;2526-4745;REVISTA ELETRÔNICA DIREITO E CONHECIMENTO;37;PSICOLOGIA
;2526-5628;REVISTA FUNEC CIENTÍFICA;37;PSICOLOGIA
;2526-8961;BOLETIM ENTRE SIS;37;PSICOLOGIA
;2526-9259;EXAMEN: PESQUISA EM AVALIAÇÃO, CERTIFICAÇÃO E SELEÇÃO;37;PSICOLOGIA
;2527-1288;PSI UNISC;37;PSICOLOGIA
;2532-6929;POLARIS;37;PSICOLOGIA
;2537-5547;ANUARAL ROMAN DE PCHANALIZA INTERNATIONALA;37;PSICOLOGIA
;2542-3606;IN ANALYSIS;37;PSICOLOGIA
;2542-3940;ASIA PACIFIC JOURNAL OF CLINICAL TRIALS: NERVOUS SYSTEM DISEASES;37;PSICOLOGIA
;2543-7585;MULTIDISCIPLINARY JOURNAL OF SCHOOL EDUCATION;37;PSICOLOGIA
;2557-0633;TRAYECTORIAS HUMANAS TRASCONTINENTALES;37;PSICOLOGIA
;2557-521X;TRANSES;37;PSICOLOGIA
;2563-4860;JOURNAL OF CRITICAL PSYCHOLOGY;37;PSICOLOGIA
;2567-8221;JOMAR JOURNAL OF MARTIAL ARTS RESEARCH;37;PSICOLOGIA
;2574-8130;MOJ GERONTOLOGY & GERIATRICS;37;PSICOLOGIA
;2578-5761;PHILOSOPHY AND THEORY IN HIGHER EDUCATION;37;PSICOLOGIA
;2581-821X;SOUTH ASIAN JOURNAL OF SOCIAL STUDIES AND ECONOMICS;37;PSICOLOGIA
;2589-7799;JOURNAL FOR REATTACH THERAPY AND DEVELOPMENTAL DIVERSITIES;37;PSICOLOGIA
;2591-4448;BIBLIOTECA RED LATINOAMERICANA DE ESTUDIOS E INVESTIGACIONES SOBRE RIESGOS PSICOSOCIALES EN EL TRABAJO ( RPST-LA );37;PSICOLOGIA
;2594-0988;RIST REVISTA RED DE INVESTIGACIÓN EN SALUD EN EL TRABAJO;37;PSICOLOGIA
1413-4063;2594-3871;PSICOLOGIA REVISTA (ONLINE);37;PSICOLOGIA
;2595-1203;REVISTA RIOS SAÚDE;37;PSICOLOGIA
;2595-1661;REVISTA JRG DE ESTUDOS ACADÊMICOS;37;PSICOLOGIA
;2595-4229;VIGILES;37;PSICOLOGIA
;2595-7317;PSICOLOGIA & CONEXÕES;37;PSICOLOGIA
;2595-959X;REVISTA ENCONTROS CIENTÍFICOS FVS;37;PSICOLOGIA
;2595-9867;ACTA PSICOSSOMÁTICA;37;PSICOLOGIA
;2596-0784;INVENÇÕES FREUDIANAS;37;PSICOLOGIA
;2596-2825;REVISTA DE PSICANÁLISE VASO;37;PSICOLOGIA
;2600-6553;REVUE PSYCHISME ET ANTHROPOS;37;PSICOLOGIA
;2602-3717;JOURNAL OF PEDAGOGICAL RESEARCH;37;PSICOLOGIA
;2605-0447;IROCAMM-INTERNATIONAL REVIEW OF COMMUNICATION AND MARKETING MIX;37;PSICOLOGIA
;2617-4790;CYTHÈRE?;37;PSICOLOGIA
;2618-4109;LACAN XXI;37;PSICOLOGIA
;2624-8611;PSYCH;37;PSICOLOGIA
;2637-3742;INTERNATIONAL JOURNAL OF AGING RESEARCH;37;PSICOLOGIA
;2637-4722;PROGRESSING ASPECTS IN PEDIATRICS AND NEONATOLOGY;37;PSICOLOGIA
;2637-8892;PSYCHOLOGY AND MENTAL HEALTH CARE;37;PSICOLOGIA
;2639-6041;INTERNATIONAL JOURNAL OF PSYCHOLOGICAL RESEARCH AND REVIEWS;37;PSICOLOGIA
;2640-0936;INTERNATIONAL JOURNAL OF SPORTS SCIENCE & MEDICINE;37;PSICOLOGIA
;2640-5539;INTERNATIONAL JOURNAL OF PAIN & RELIEF;37;PSICOLOGIA
;2640-7477;JOURNAL OF GASTROENTEROLOGY & DIGESTIVE SYSTEMS;37;PSICOLOGIA
;2641-0397;SEXUAL AND REPRODUCTIVE HEALTH MATTERS;37;PSICOLOGIA
;2642-2344;EUROPEAN JOURNAL OF EDUCATIONAL MANAGEMENT;37;PSICOLOGIA
;2643-4466;INTERNATIONAL ARCHIVES OF INTERNAL MEDICINE;37;PSICOLOGIA
;2644-0466;ANNALS OF PREGNANCY AND BIRTH;37;PSICOLOGIA
;2652-7286;JOURNAL OF EDUCATION AND TEACHING METHODOLOGY;37;PSICOLOGIA
;2659-9538;COMMUNICATION METHODS;37;PSICOLOGIA
;2674-5607;REVISTA VESTA;37;PSICOLOGIA
;2674-8444;PENSAMENTO CONTEMPORÂNEO PSICANÁLISE E TRANSDISCIPLINARIDADE;37;PSICOLOGIA
;2674-8460;REVISTA EDUCA;37;PSICOLOGIA
;2674-8916;REVISTA UNIVERSO PSI;37;PSICOLOGIA
;2675-0236;REVISTA PROCESSUS DE POLÍTICAS PÚBLICAS E DESENVOLVIMENTO SOCIAL;37;PSICOLOGIA
;2675-0597;DESLOCAMENTOS (ONLINE);37;PSICOLOGIA
;2675-2093;REVISTA IBERO-AMERICANA DE CRIATIVIDADE E INOVAÇÃO;37;PSICOLOGIA
;2675-3464;REVISTA SOCIEDADE E AMBIENTE;37;PSICOLOGIA
;2675-6994;PSICOLOGIA EM ÊNFASE;37;PSICOLOGIA
;2695-4133;REVISTA  DE ESTUDIOS DE LENGUAS DE SIGNOS;37;PSICOLOGIA
;2707-3297;REVISTA PARAGUAYA DE EDUCACIÓN A DISTANCIA (ONLINE);37;PSICOLOGIA
;2723-9624;FRONTIERE DELLA PSICOANALISI;37;PSICOLOGIA
;2723-973X;PSYCHOLOGY HUB;37;PSICOLOGIA
;2732-7027;HELLENIC JOURNAL OF PSYCHOLOGY;37;PSICOLOGIA
;8756-5641;DEVELOPMENTAL NEUROPSYCHOLOGY;37;PSICOLOGIA
;0010-4043;CIES NEWSLETTER;38;EDUCAÇÃO
;0011-152X;CRITICA MARXISTA (ROMA);38;EDUCAÇÃO
1469-5812;0013-1857;EDUCATIONAL PHILOSOPHY AND THEORY (PRINT);38;EDUCAÇÃO
1741-5446;0013-2004;EDUCATIONAL THEORY;38;EDUCAÇÃO
1366-5839;0022-0272;JOURNAL OF CURRICULUM STUDIES (PRINT);38;EDUCAÇÃO
;0022-0663;JOURNAL OF EDUCATIONAL PSYCHOLOGY;38;EDUCAÇÃO
;0022-1546;THE JOURNAL OF HIGHER EDUCATION (COLUMBUS);38;EDUCAÇÃO
;0024-7499;LUTHERAN QUARTERLY;38;EDUCAÇÃO
;0030-9230;PAEDAGOGICA HISTORICA (IMPRIMÉ);38;EDUCAÇÃO
;0030-9273;PADAGOGISCHE RUNDSCHAU;38;EDUCAÇÃO
;0034-0561;THE READING TEACHER;38;EDUCAÇÃO
2176-6681;0034-7183;REVISTA BRASILEIRA DE ESTUDOS PEDAGÓGICOS (IMPRESSO);38;EDUCAÇÃO
;0034-8082;REVISTA DE EDUCACIÓN;38;EDUCAÇÃO
1573-191X;0039-3746;STUDIES IN PHILOSOPHY AND EDUCATION;38;EDUCAÇÃO
;0041-8935;UNIVERSIDADES;38;EDUCAÇÃO
;0044-3409;ZEITSCHRIFT FUR PSYCHOLOGIE MIT ZEITSCHRIFT FUR ANGEWANDTE PSYCHOLOGIE;38;EDUCAÇÃO
;0046-760X;HISTORY OF EDUCATION (TAVISTOCK);38;EDUCAÇÃO
;0046-8819;INCHIESTA;38;EDUCAÇÃO
;0066-5126;ANUARIO DE PSICOLOGÍA;38;EDUCAÇÃO
1980-5314;0100-1574;CADERNOS DE PESQUISA (FUNDAÇÃO CARLOS CHAGAS. IMPRESSO);38;EDUCAÇÃO
;0101-2940;SÉRIE ESTUDOS E PESQUISAS;38;EDUCAÇÃO
;0101-3262;CADERNOS CEDES (IMPRESSO);38;EDUCAÇÃO
;0101-3440;BOLETIM - SOCIEDADE ASTRÔNOMICA BRASILEIRA;38;EDUCAÇÃO
1981-2582;0101-465X;EDUCAÇÃO (PORTO ALEGRE);38;EDUCAÇÃO
;0102-2555;REVISTA DA FACULDADE DE EDUCAÇÃO (UNIVERSIDADE DE SÃO PAULO. IMPRESSO);38;EDUCAÇÃO
2317-0972;0102-387X;LEITURA. TEORIA & PRÁTICA;38;EDUCAÇÃO
2448-1483;0102-549X;BOLETIM TÉCNICO DO SENAC;38;EDUCAÇÃO
;0102-5503;TECNOLOGIA EDUCACIONAL;38;EDUCAÇÃO
1982-596X;0102-6801;EDUCAÇÃO E FILOSOFIA (UFU. IMPRESSO);38;EDUCAÇÃO
;0102-7484;MIMESES (BAURU);38;EDUCAÇÃO
1981-1802;0102-7735;REVISTA EDUCAÇÃO EM QUESTÃO (UFRN. IMPRESSO);38;EDUCAÇÃO
;0102-8782;TEMPO BRASILEIRO;38;EDUCAÇÃO
;0103-0116;NOVA ESCOLA;38;EDUCAÇÃO
;0103-0736;ACESSO (SÃO PAULO);38;EDUCAÇÃO
2595-4377;0103-6041;CADERNOS DO APLICAÇÃO (UFRGS);38;EDUCAÇÃO
1984-932X;0103-6831;ESTUDOS EM AVALIAÇÃO EDUCACIONAL (IMPRESSO);38;EDUCAÇÃO
2236-9767;0103-7676;IMPULSO (PIRACICABA);38;EDUCAÇÃO
;0103-779X;IGREJA LUTERANA;38;EDUCAÇÃO
;0103-8125;O ALFERES;38;EDUCAÇÃO
1982-9949;0103-8842;REFLEXÃO E AÇÃO (UNISC. IMPR.);38;EDUCAÇÃO
;0103-9482;REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DE PIRACICABA;38;EDUCAÇÃO
;0103-9512;LUMEN (RECIFE);38;EDUCAÇÃO
2176-6673;0104-1037;EM ABERTO;38;EDUCAÇÃO
;0104-1770;SCIENTIA (UNISINOS);38;EDUCAÇÃO
2359-7003;0104-2777;TEMAS EM EDUCAÇÃO (UFPB);38;EDUCAÇÃO
2238-121X;0104-8481;COMUNICAÇÕES (UNIMEP);38;EDUCAÇÃO
;0104-9119;CADERNOS ANPED;38;EDUCAÇÃO
;0120-1700;ACTUALIDADES PEDAGÓGICAS;38;EDUCAÇÃO
;0120-3916;REVISTA COLOMBIANA DE EDUCACIÓN;38;EDUCAÇÃO
;0120-7164;REVISTA EDUCACIÓN Y CULTURA;38;EDUCAÇÃO
;0120-8446;EDUCACION HOY;38;EDUCAÇÃO
2500-6436;0121-2494;PEDAGOGIA Y SABERES;38;EDUCAÇÃO
;0121-7550;NÓMADAS (BOGOTÁ);38;EDUCAÇÃO
;0122-4328;NODOS Y NUDOS;38;EDUCAÇÃO
;0122-6339;ENUNCIACIÓN;38;EDUCAÇÃO
;0122-7238;REVISTA DE HISTORIA DE LA EDUCACION LATINOAMERICANA;38;EDUCAÇÃO
;0123-0425;REVISTA EDUCACIÓN Y CIUDAD;38;EDUCAÇÃO
;0124-0021;DIÁLOGOS DE SABERES;38;EDUCAÇÃO
;0124-0307;PAIDEIA SURCOLOMBIANA;38;EDUCAÇÃO
;0124-2121;EDUCACIÓN Y HUMANISMO;38;EDUCAÇÃO
;0142-5692;BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION;38;EDUCAÇÃO
;0145-2258;AFRICAN ECONOMIC HISTORY;38;EDUCAÇÃO
;0160-0923;HELIOS (LUBBOCK);38;EDUCAÇÃO
;0169-796X;JOURNAL OF DEVELOPING SOCIETIES;38;EDUCAÇÃO
;0185-1284;REVISTA LATINOAMERICANA DE ESTUDIOS EDUCATIVOS;38;EDUCAÇÃO
;0187-8298;EDUCACIÓN MATEMÁTICA;38;EDUCAÇÃO
;0188-8838;REVISTA INTERAMERICANA DE EDUCACIÓN DE ADULTOS - RIEDA;38;EDUCAÇÃO
;0195-6744;AMERICAN JOURNAL OF EDUCATION (CHICAGO, ILL.);38;EDUCAÇÃO
;0210-0630;CUADERNOS DE PEDAGOGÍA (ED. IMPRESA);38;EDUCAÇÃO
;0210-2331;PERSPECTIVA ESCOLAR;38;EDUCAÇÃO
;0210-2773;AULA ABIERTA;38;EDUCAÇÃO
;0210-5934;BORDON: REVISTA DE PEDAGOGÍA;38;EDUCAÇÃO
;0211-819X;EDUCAR (BELATERRA, BARCELONA);38;EDUCAÇÃO
;0212-0267;HISTORIA DE LA EDUCACIÓN;38;EDUCAÇÃO
;0214-3402;AULA (SALAMANCA);38;EDUCAÇÃO
;0214-9877;INFAD (BARCELONA);38;EDUCAÇÃO
;0245-5676;ART PRESS (1980);38;EDUCAÇÃO
;0247-106X;STAPS. SCIENCES ET TECHNIQUES DES ACTIVITÉS PHYSIQUES ET SPORTIVES;38;EDUCAÇÃO
;0253-7613;INDIAN JOURNAL OF PHARMACOLOGY;38;EDUCAÇÃO
;0260-1370;INTERNATIONAL JOURNAL OF LIFELONG EDUCATION;38;EDUCAÇÃO
;0260-7476;JET. JOURNAL OF EDUCATION FOR TEACHING (PRINT);38;EDUCAÇÃO
;0261-9768;EUROPEAN JOURNAL OF TEACHER EDUCATION (PRINT);38;EDUCAÇÃO
;0264-3944;PASTORAL CARE IN EDUCATION (PRINT);38;EDUCAÇÃO
;0267-1522;RESEARCH PAPERS IN EDUCATION;38;EDUCAÇÃO
;0305-7240;JOURNAL OF MORAL EDUCATION;38;EDUCAÇÃO
;0325-6960;NUEVAMÉRICA (BUENOS AIRES);38;EDUCAÇÃO
;0327-392X;IRICE (CONICET - UNR);38;EDUCAÇÃO
1995-7785;0327-4829;PROPUESTA EDUCATIVA (BUENOS AIRES);38;EDUCAÇÃO
2451-5434;0327-7763;IICE (BUENOS AIRES);38;EDUCAÇÃO
;0327-9901;PENSAMIENTO UNIVERSITARIO;38;EDUCAÇÃO
;0328-3534;NOVEDADES EDUCATIVAS;38;EDUCAÇÃO
;0339-7513;EDUCATION PERMANENTE;38;EDUCAÇÃO
;0342-7633;ADULT EDUCATION AND DEVELOPMENT;38;EDUCAÇÃO
;0361-0365;RESEARCH IN HIGHER EDUCATION;38;EDUCAÇÃO
;0379-7724;HIGHER EDUCATION IN EUROPE;38;EDUCAÇÃO
;0391-9064;ARTIBUS ET HISTORIAE;38;EDUCAÇÃO
;0419-4454;REVISTA JURÍDICA DA PROCURADORIA-GERAL DO DISTRITO FEDERAL;38;EDUCAÇÃO
;0507-7230;VIERTELJAHRSSCHRIFT FÜR WISSENSCHAFTLICHE PAOAGOGIK;38;EDUCAÇÃO
2346-8866;0518-3669;ARCHIVOS DE CIENCIAS DE LA EDUCACION;38;EDUCAÇÃO
;0568-3939;AISTHESIS (SANTIAGO. IMPRESO);38;EDUCAÇÃO
1705-0154;0705-3436;LOISIR ET SOCIÉTÉ;38;EDUCAÇÃO
0718-0705;0716-050X;ESTUDIOS PEDAGÓGICOS (VALDIVIA. IMPRESA);38;EDUCAÇÃO
;0716-0925;ESTUDIOS ATACAMEÑOS (IMPRESA);38;EDUCAÇÃO
;0716-7423;TEMAS DE EDUCACIÓN;38;EDUCAÇÃO
0718-4565;0717-4004;CALIDAD EN LA EDUCACION;38;EDUCAÇÃO
0719-8019;0717-9065;PAULO FREIRE;38;EDUCAÇÃO
;0717-9618;REVISTA CHILENA DE EDUCACIÓN CIENTÍFICA;38;EDUCAÇÃO
;0718-6789;DIVERSIA. EDUCACIÓN Y SOCIEDAD;38;EDUCAÇÃO
;0718-9729;PERSPECTIVA EDUCACIONAL - FORMACIÓN DE PROFESORES;38;EDUCAÇÃO
